insurgency_group,rtg_ffund,rtg_teraff,rtg_ccodecow,rtg_media,rtg_international,rtg_outnegrep,rtg_educcaus,rtg_logpop,rtg_left,rtg_intnegrep,rtg_pgood,rtg_propertycount,rtg_politics,rtg_govtargcount,rtg_endedtype,rtg_nmbrtrr,rtg_intposrep,rtg_nkillter,rtg_age,rtg_tcode,rtg_cleavage,rtg_logarea,rtg_loggdp,rtg_govcaus,rtg_rel,rtg_civcaus,rtg_nwound,rtg_civcausreal,rtg_eductargcount,rtg_rebel,rtg_nkill,rtg_terpwing,rtg_parterr,rtg_gname,rtg_peaksize,rtg_nat,rtg_broadgoal,rtg_logmil,rtg_endedtype2,rtg_reputation,rtg_frec,rtg_eductargexist,rtg_civtargcount,forge_splinterUCDP,forge_ethnic,forge_fightday,forge_ethnicity,forge_ccode,forge_ideolcom,forge_ideolright,forge_preorglab,forge_cname,forge_ideolnat,forge_preorgrel,forge_goalindep,forge_preorgfmr,forge_preorggov,forge_goalother,forge_preorg,forge_conflict_id,forge_foundloc,forge_splinter,forge_foundday,forge_preorgreb,forge_goaldem,forge_NSAdyadid,forge_preorgmvt,forge_ideolanti,forge_ideolrel,forge_gacronym,forge_fightyear,forge_goalrep,forge_foundmo,forge_ideolnote,forge_goalrights,forge_ideolleft,forge_preorgyou,forge_actorid,forge_preorgoth,forge_ideology,forge_preorgpar,forge_preorgmil,forge_merger,forge_dyadid,forge_goalchange,forge_goalnote,forge_gname,forge_preorgno,forge_goalauto,forge_ideoloth,forge_preorgname,forge_fightmo,forge_preorgfor,forge_preorgref,forge_religious,forge_religion,forge_preorgeth,forge_foundyear,forge_goalnominal,baad_terrcntrl,baad_torg,baad_fdrob,baad_fdkidnap,baad_lead_hierarch,baad_fddrugtk,baad_fdextort,baad_hb_iso_cc,baad_fdstate,baad_left,baad_hbccode,baad_fdsmuggl,baad_torg_year,baad_age,baad_org,baad_size_rec,baad_hbiso,baad_reli,baad_hbase,baad_ethn,baad_socsvcs,baad_year,baad_ucdpbd,mas_maxedu,mas_totalpopmin,mas_ethnic,mas_terrcontrol,mas_side_b,mas_location,mas_preconflict_health,mas_yearmin,mas_maxhealth,mas_communist,mas_yearmax,mas_preconflict_edu,gsw_target,gsw_wbcode,gsw_repression,gsw_lccode,gsw_year,gsw_location,gsw_campaign,gsw_cyear,war_id,war_acr,war_dyadperiod,war_terrcontrol,war_side_b,war_l1democracy,war_l1totalpop_log,war_confid,war_communist,war_side_a,war_year,war_location,war_ethnonsec,war_dyadid,war_obsid
Kabila-ADFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobutu regime,ZAR,3.0,490.0,1996.0,Zaire/DRC,Kabila-ADFL,0.0,,,,,,,,,,,,,,,
Karens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burmese government,MMR,3.0,775.0,1948.0,Burma,Karens,0.0,,,,,,,,,,,,,,,
Kashmiri Muslim separatists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian occupation,IND,3.0,750.0,1988.0,India,Kashmiri Muslim separatists,0.0,,,,,,,,,,,,,,,
Kifaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mubarak regime,EGY,2.0,651.0,2000.0,Egypt,Kifaya,0.0,,,,,,,,,,,,,,,
Kosovo Albanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serbian rule,YUG,2.0,347.0,1989.0,Yugoslavia,Kosovo Albanian,0.0,,,,,,,,,,,,,,,
Kosovo Albanian nationalist movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yugoslav government,YUG,3.0,345.0,1981.0,Yugoslavia,Kosovo Albanian nationalist movement,0.0,,,,,,,,,,,,,,,
Kurdish Secession against Sadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secession,IRQ,3.0,645.0,1985.0,Iraq,Kurdish Secession against Sadam,0.0,,,,,,,,,,,,,,,
Kurdish rebellion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iraqi government,IRQ,3.0,645.0,1961.0,Iraq,Kurdish rebellion,0.0,,,,,,,,,,,,,,,
Kyrgyzstan Democratic Movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USSR,KGZ,0.0,703.0,1990.0,Kyrgyzstan,Kyrgyzstan Democratic Movement,0.0,,,,,,,,,,,,,,,
Latvia pro-dem movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Communist regime,LVA,0.0,367.0,1989.0,Latvia,Latvia pro-dem movement,0.0,,,,,,,,,,,,,,,
Lebanon leftists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lebanese government,LBN,2.0,660.0,1975.0,Lebanon,Lebanon leftists,0.0,,,,,,,,,,,,,,,
Liberals of 1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conservative govt,COL,3.0,100.0,1946.0,Colombia,Liberals of 1949,0.0,,,,,,,,,,,,,,,
Madagasar pro-democracy movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radsiraka regime,MDG,2.0,580.0,2002.0,Madagascar,Madagasar pro-democracy movement,0.0,,,,,,,,,,,,,,,
Malayan Emergency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British occupation,MYS,3.0,820.0,1948.0,Malaysia,Malayan Emergency,0.0,,,,,,,,,,,,,,,
Mali Anti-Military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Military rule,MLI,0.0,432.0,1990.0,Mali,Mali Anti-Military,0.0,,,,,,,,,,,,,,,
Mau Mau Rebellion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,0.0,15.6817665,0.0,0.0,Mau Mau,Kenya,0.0,1952.0,1.0,0.0,1956.0,0.0,British occupation,KEN,3.0,501.0,1952.0,Kenya,Mau Mau Rebellion,0.0,UKG-1952,UKG,1.0,0.0,Mau Mau,,15.6543665,1440,0.0,United Kingdom,1952.0,Kenya,0.0,1440-1,EACD.2.2-244
Moluccans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indonesian government,IDN,3.0,850.0,1950.0,Indonesia,Moluccans,0.0,,,,,,,,,,,,,,,
Mongolian Anti-communist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Communist regime,MNG,0.0,712.0,1989.0,Mongolia,Mongolian Anti-communist,0.0,,,,,,,,,,,,,,,
Moroccan Independence War,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French/Spanish occupation,MAR,3.0,600.0,1953.0,Morocco,Moroccan Independence War,0.0,,,,,,,,,,,,,,,
NFDLM secessionists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secession,KEN,2.0,501.0,1964.0,Kenya,NFDLM secessionists,0.0,,,,,,,,,,,,,,,
Naga Rebellion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian occupation,IND,3.0,750.0,1955.0,India,Naga Rebellion,0.0,,,,,,,,,,,,,,,
National Resistance Army,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Okello regime,UGA,0.0,500.0,1980.0,Uganda,National Resistance Army,0.0,,,,,,,,,,,,,,,
National Union Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calderon regime,CRI,1.0,94.0,1948.0,Costa Rica,National Union Party,0.0,,,,,,,,,,,,,,,
National patriotic forces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liberian govt,LBR,3.0,450.0,1996.0,Liberia,National patriotic forces,0.0,,,,,,,,,,,,,,,
Nepalese Anti-government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nepalese govt; martial law,NPL,3.0,790.0,2006.0,Nepal,Nepalese Anti-government,0.0,,,,,,,,,,,,,,,
Niger Anti-Military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Military rule,NER,3.0,436.0,1991.0,Niger,Niger Anti-Military,0.0,,,,,,,,,,,,,,,
Nigeria Anti-Military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Military rule,NGA,3.0,475.0,1993.0,Nigeria,Nigeria Anti-Military,0.0,,,,,,,,,,,,,,,
Nigerian Independence Movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British occupation,NGA,1.0,475.0,1945.0,Nigeria,Nigerian Independence Movement,0.0,,,,,,,,,,,,,,,
